id,str1,str2,time3,int4
7549,xZDB,O1p,04/09/2012 03:16 AM,755133
7550,F,NpdG,06/16/2002 01:47 AM,134604
7551,YbQ,slx,01/14/1976 12:37 PM,952912
7552,sj8cB,l,05/24/1995 06:54 PM,176740
7553,WO,yO,10/26/1983 09:11 AM,531504
7554,2B73F,MJbL,12/10/2005 09:34 AM,474159
7555,c4yiQ,qC,08/23/2014 05:54 AM,635041
7556,S,WF,11/11/1990 10:50 AM,706537
7557,jXm,8,10/23/1987 01:37 PM,340411
7558,6,FyftP,11/26/1988 08:31 PM,777280
7559,hj,OFDk,10/28/2008 11:58 PM,839611
7560,i,GiOr,10/08/1981 03:52 AM,545953
7561,n,j,02/22/2005 06:34 PM,39825
7562,tfLJT,7S,01/30/1982 10:35 PM,946790
7563,lggDi,MQqgl,04/01/1985 09:23 PM,585348
7564,wrO,i,06/24/1976 02:32 AM,930925
7565,BZ,uf9,11/12/1972 07:06 AM,252678
7566,SCrtT,kJpHh,02/26/2001 06:12 PM,911197
7567,ow,yhGjI,10/19/2001 09:16 AM,199935
7568,3aXb,Mr,05/25/1994 07:14 PM,796935
7569,qDl,R,09/17/1970 11:03 AM,866600
7570,aeR6,CeFD,05/30/1986 10:53 PM,732571
7571,TR,QLL,12/11/1985 02:04 PM,210409
7572,I,o,08/01/2014 01:04 AM,989289
7573,ByNP,d,10/11/1998 04:24 PM,420159
7574,87,ud8,09/09/1983 06:19 PM,751180
7575,yUwY,A71CU,02/08/2007 12:12 PM,624481
7576,O4,SXH,05/27/1973 07:39 AM,741496
7577,yaW,n,03/02/1977 01:23 PM,668548
7578,9,AnSI,10/06/2001 07:57 AM,208302
7579,7YLAw,djM,04/11/1991 07:31 AM,231730
7580,cxo,xs2,08/07/1985 10:39 AM,271869
7581,DImqO,wKT5V,10/24/1993 01:34 AM,567249
7582,wf,Zu,03/14/1978 05:12 PM,761398
7583,ckKp,8DeZ,02/05/2006 02:46 PM,988844
7584,m,UGS5p,04/01/1971 07:43 PM,810998
7585,v2,W,07/13/2009 12:05 PM,427269
7586,wFsEw,pqs,02/04/1997 09:14 AM,380510
7587,eaK4I,kgk2,11/04/1973 12:34 AM,319945
7588,NDr,I58,06/30/2014 08:17 PM,194942
7589,ld,PD1,10/28/2001 04:14 AM,448704
7590,z,pW,07/25/1981 01:18 PM,703758
7591,GWlvs,3dDm,04/05/1991 07:15 PM,393438
7592,zXM2,bLL8,10/21/1984 01:10 PM,854257
7593,U,1HAzA,07/26/2001 09:32 AM,242067
7594,DeOH,pWKy,01/17/1975 02:47 PM,710247
7595,VRc,C35Tl,03/04/1988 02:49 AM,194081
7596,bM2,f3,08/20/1977 04:36 PM,236804
7597,x,L,03/12/1980 06:15 PM,36366
7598,jt,q,06/08/2004 04:47 AM,9990
7599,G4J4,Gu,05/16/1970 09:50 PM,771441
7600,jU4Dw,I,03/27/2008 01:51 AM,164451
7601,c,1FU,03/04/2013 09:44 AM,567132
7602,wDgW,78tSe,12/20/1976 12:57 AM,358174
7603,r,X5c,05/13/2006 01:59 AM,301177
7604,CHzbh,LV1,02/16/1996 07:51 PM,198851
7605,uqOyS,gy,06/01/1975 10:43 PM,490507
7606,h,E4,05/31/1991 05:26 PM,343264
7607,AZN,sz,10/16/1989 02:02 AM,3416
7608,l,x,09/10/2008 01:57 AM,405173
7609,xKdET,JB2n7,06/07/1999 07:46 AM,462519
7610,nulT,R,04/05/1981 07:16 PM,237735
7611,zFZV,JiWsD,11/15/2010 06:31 PM,263081
7612,VHQGn,GXn,07/01/1989 11:04 AM,398135
7613,g,ca8,12/08/1981 11:46 AM,612763
7614,Rr,24p,03/17/2002 09:11 AM,613259
7615,gyI,X,08/11/1973 08:10 PM,26166
7616,cAH,rUji,02/03/1990 12:11 PM,299494
7617,ZYsU,cDLrd,07/25/1979 02:39 PM,983431
7618,vGZa,EWOn,07/25/1989 05:22 PM,357956
7619,3A,IAD,02/14/1978 08:21 PM,842180
7620,Lt,xv,08/30/2002 12:40 PM,853044
7621,Vj,Zu35,11/14/1979 05:32 PM,857669
7622,ZiL,MO,02/01/1987 04:21 AM,669241
7623,xRzk,ZvZ,02/08/2006 10:53 AM,292207
7624,vEnI6,tKrI,01/25/1992 07:46 PM,240147
7625,KElLY,Rv,09/17/1978 07:24 PM,551951
7626,n,bHh,08/14/1986 08:33 PM,95209
7627,9opD7,uw,11/20/2014 03:17 AM,269229
7628,XTSs,QN1UR,07/29/2013 10:17 PM,181970
7629,g,2jJ,07/12/1989 12:46 AM,700792
7630,f,rv,08/29/1983 08:19 AM,484429
7631,iMVeq,q,06/04/1988 06:58 AM,340308
7632,8d,L,07/29/1986 05:56 AM,814692
7633,ezZT,3R,09/21/2003 11:15 AM,568181
7634,Qz9M,aO,12/30/2005 10:38 AM,374535
7635,ov,uHt5Q,08/02/1982 04:54 PM,105723
7636,I6,znH,11/16/2008 09:13 PM,225384
7637,qFP,1,03/28/2012 11:41 PM,117726
7638,V,dgwk,12/14/1998 07:38 AM,454609
7639,de,23DE,11/27/1973 12:38 AM,97594
7640,VoPK,HJ,10/01/1973 10:54 PM,921219
7641,S,6vMFH,12/29/1972 04:46 AM,175219
7642,JnI,Zcm,07/07/1995 04:34 PM,678956
7643,lcYE,TY,11/05/2003 12:08 PM,53363
7644,SVaRu,pkDDy,04/17/2013 09:19 AM,695546
7645,7M,AJRm,09/27/1977 09:38 AM,817456
7646,Ub,E7sea,01/01/1988 08:59 AM,92789
7647,iJ5q,x,05/22/1976 02:46 PM,200778
7648,U,rL,02/05/2002 08:36 PM,828861
7649,AGD,OZ,10/16/1978 09:18 AM,288639
7650,y,s15,04/11/1988 07:14 AM,137435
7651,eolA,6Pvs,11/03/1996 08:45 PM,522569
7652,8vm,o,06/26/1983 02:38 PM,786174
7653,ZO9,IFw,12/05/2001 02:36 PM,657598
7654,k,N,09/23/2013 01:26 AM,933701
7655,bT3V,ueRy,04/18/1986 02:39 PM,138710
7656,18gsA,UkbYS,11/26/2012 08:49 PM,773444
7657,S1,ydTta,12/06/2013 06:40 AM,437996
7658,bbAwt,GOZ9,01/18/1986 02:25 AM,743775
7659,xcloM,sKY,10/29/1993 10:46 AM,358429
7660,iNOr,9YUVB,03/04/1985 02:34 PM,780920
7661,8Obao,nyw7,04/14/2005 11:45 PM,820255
7662,C,tK,07/28/2014 12:10 PM,753567
7663,MzIvj,lTJP8,06/13/1995 04:33 AM,709970
7664,mdipD,UlKdq,03/09/1973 11:34 PM,684380
7665,zN,pm3Z,12/24/1980 04:58 PM,426716
7666,Errjn,QFPTu,11/06/1979 04:51 AM,210779
7667,gJ,ocDW,11/13/2013 01:47 PM,451926
7668,rqJ8H,y,04/10/2002 10:22 AM,576541
7669,l2NZ,KVP,07/24/1973 02:52 AM,171908
7670,xWjU,I3,10/21/2002 05:41 PM,144857
7671,c,IvBx,11/08/1981 08:55 PM,187106
7672,M,vY,05/24/2014 01:18 PM,178423
7673,G,Ni,12/30/1973 09:34 AM,943291
7674,Iy,ijHS6,08/02/1979 10:43 AM,409303
7675,fmU5R,Nsqi,04/04/1993 06:08 AM,521698
7676,bT,t,11/10/1979 08:30 AM,348897
7677,Ge,A,08/15/2014 09:02 AM,752086
7678,pb8FJ,kNw,02/04/1999 02:37 PM,917576
7679,ctOki,j,03/29/2005 12:21 PM,86047
7680,uo8,R,06/07/1990 05:55 AM,374127
7681,mx19Q,5sU,11/27/1980 04:02 PM,443748
7682,kCAn,57,01/26/1976 09:13 AM,469600
7683,Ej,AJ,02/21/1992 12:14 AM,269643
7684,fGlIN,D,08/28/1996 07:35 PM,453498
7685,BO,KF,12/15/1972 02:45 PM,925870
7686,Y,2U,05/03/1970 10:52 AM,174617
7687,6Rs,fRVZ,09/08/1987 09:57 AM,966263
7688,xJY8,YxaBD,10/07/1997 01:01 PM,628540
7689,fQLE,uVy,02/28/2013 02:16 AM,130869
7690,uT,Xa,08/21/1982 09:52 PM,33526
7691,19p,vE,10/13/2011 08:04 PM,389418
7692,7pQ,85,02/12/1975 07:57 AM,874276
7693,6,h1,05/04/1994 01:40 PM,126228
7694,YUK,XGJpM,02/11/2003 03:03 PM,900843
7695,t7r9,eZp7W,06/28/1980 07:54 PM,438737
7696,zSeWs,O,11/21/1977 12:15 PM,590737
7697,GaEkm,DCN,08/14/1983 07:48 PM,473064
7698,KfeT6,56x,01/13/1971 05:13 PM,325066
7699,O9,gN,09/24/1981 11:20 AM,917693
7700,vl,Xfg,01/01/1990 02:19 PM,876049
7701,qVhw,9,06/11/1983 03:39 AM,581209
7702,A,d1nS9,09/07/2013 11:19 PM,630810
7703,PBT,yO6VW,12/02/2012 11:59 AM,484716
7704,VGL,n3B2C,02/08/1973 05:18 AM,354935
7705,22NM,gC,12/02/1999 12:01 PM,885285
7706,i4mBm,gutR,04/22/2014 03:50 PM,692832
7707,We7C,9,05/04/2014 10:34 AM,445465
7708,bGsZ4,B3p,07/24/1996 01:13 PM,844185
7709,ltU7,wvWQ,10/22/1989 12:38 PM,315729
7710,e,tHM,06/17/1974 04:03 AM,384786
7711,Dqia,Jsk,12/15/1995 09:28 PM,147538
7712,2yFEi,ocS,09/19/2006 12:57 AM,110217
7713,J,BQ6s,12/16/1987 05:34 PM,533015
7714,7,Sp1U,01/31/2001 04:42 AM,465529
7715,J3SR,KCM,04/30/1991 07:11 PM,464030
7716,SOmdY,W5nn,09/21/2010 03:40 PM,976630
7717,j,T5,01/03/2013 02:42 AM,809779
7718,g,K2ou,05/01/1972 10:53 AM,316295
7719,zW,btJC,01/30/2009 03:46 AM,779081
7720,XyEC,HuY,07/14/1973 11:37 AM,125660
7721,W3tI,ulVz,11/06/2003 09:23 AM,924055
7722,C,KrKXi,05/04/1978 11:58 AM,451527
7723,t,v,11/09/2005 06:40 AM,165492
7724,nZLa,Lu,03/07/1994 05:35 AM,469402
7725,omLF,bb,10/27/2014 06:38 PM,868333
7726,6,hea,06/08/1971 07:12 PM,123022
7727,OKdt,ztG,11/19/1987 10:39 PM,464308
7728,P,khlW8,12/28/1997 07:50 AM,694652
7729,o,RsIPj,09/20/2002 10:22 PM,888658
7730,33J,x,06/17/2011 11:52 AM,905208
7731,a,Mw9G,09/03/1988 05:53 AM,758537
7732,nDh,XMuZK,03/09/1985 05:53 PM,788709
7733,X,B5N8,09/15/2004 08:18 PM,915918
7734,x,1A,08/22/1989 05:23 PM,318863
7735,D,bZZ,04/05/2003 10:23 AM,885654
7736,y9,dO,06/09/1970 12:15 PM,294927
7737,xs3,6p,09/16/1975 12:59 AM,80614
7738,IG,YZm,08/13/1997 12:30 PM,241208
7739,h1h,U8,05/19/1978 02:58 AM,342835
7740,o,FFC,07/25/1985 01:32 PM,598670
7741,ML,8UBx,12/10/2007 02:35 PM,762705
7742,YY7Ar,aiRM4,05/12/1990 02:46 AM,794686
7743,aIQyw,k,01/15/2002 02:12 PM,785601
7744,tqJ,fiZzl,11/12/2011 12:45 PM,577970
7745,3hn,tPt,06/09/1998 06:26 AM,805304
7746,n,Y1Egu,12/06/1986 12:58 AM,34341
7747,17,rGW,03/01/1996 06:52 AM,141873
7748,um5F2,C3,02/01/1994 09:00 AM,191097
7749,Ca,3WcO,09/15/1995 10:27 PM,760213
7750,Jjax8,8tJa,06/21/1981 01:17 PM,504998
7751,Zl8M,L,05/17/1980 10:20 PM,96315
7752,t8G,cZeNw,04/25/2010 07:44 AM,103627
7753,aywiG,2me,12/24/1999 10:18 PM,681452
7754,ul,EQQy,04/28/2004 06:20 AM,936283
7755,YC,lDEU,11/12/1994 09:33 AM,419403
7756,NgI,fA6g,03/18/2010 10:32 AM,979122
7757,Vq8,6F,07/28/1978 06:40 PM,122793
7758,vp,ir,06/06/1977 05:19 AM,957821
7759,75,ZmS,08/08/1985 04:47 PM,883400
7760,Csw,aX4z,08/10/1996 06:36 AM,752416
7761,Uj6Uh,kxo,12/04/1994 09:22 PM,608912
7762,RGp,kPmyh,01/08/2009 02:25 PM,576868
7763,XmU,pLC,11/20/1993 05:13 PM,670770
7764,t,NV,01/11/1995 09:25 PM,161428
7765,R,2uwI,09/21/1979 01:59 AM,791494
7766,DEVdV,pbk3v,08/21/2011 09:05 AM,488928
7767,6,l,06/14/1972 03:24 AM,548313
7768,BL6m,3Da,07/14/2008 05:07 PM,635302
7769,yBEH1,LiOo,11/18/2010 01:48 PM,109401
7770,jlee,mjUL,11/13/1992 02:29 AM,914871
7771,gRKeI,pr,02/22/2005 08:54 PM,153247
7772,BK,pKNlp,09/19/1977 09:04 AM,430630
7773,ZJxw,lsyF,03/06/2010 07:13 PM,470027
7774,gx,B,06/11/1973 10:44 AM,733673
7775,uKK,zypg,07/20/1996 04:13 AM,98452
7776,Ju8,uvwwm,03/19/1998 10:35 AM,258675
7777,4HD,Qfq5i,03/18/1976 10:50 AM,795324
7778,6vFK,wj2,06/21/1998 11:48 AM,439646
7779,Na,SJ,12/04/2010 02:57 PM,955615
7780,iB6,JMXe,08/04/1989 11:27 AM,975686
7781,z,vpf8A,04/16/2007 08:34 AM,782356
7782,wI5,e,01/02/2008 10:57 AM,89113
7783,nUr,soOQc,08/04/2005 12:38 PM,34220
7784,G,aAu,05/20/1974 01:42 AM,28197
7785,PrP,Y,10/16/1996 08:55 PM,172902
7786,CGD4,9,06/30/1978 03:24 AM,551605
7787,w5u,Mq,12/22/2003 09:47 AM,597517
7788,Q,l1Nly,10/02/1978 01:54 AM,21873
7789,I,45,01/06/1989 12:28 PM,299699
7790,W7x,m,02/07/1998 01:04 AM,772876
7791,tlvE,1Z,12/25/1981 12:13 PM,71687
7792,t7y5g,a1,04/15/1975 09:10 PM,774283
7793,N,rYp,10/11/1978 11:22 PM,520742
7794,J2,Y,08/13/1987 07:24 PM,958866
7795,7gHMi,d,01/16/2005 09:57 AM,153898
7796,83JaP,m6R,09/14/1973 09:45 PM,187437
7797,DpxCR,xX,04/05/1981 10:25 AM,297381
7798,NJT,XSr,09/25/1977 01:08 PM,90866
7799,J1V,nr,06/05/1995 12:19 PM,892063
7800,papOl,LHG,01/07/1998 11:41 PM,500936
7801,Mo,sF,03/30/1994 02:20 PM,145116
7802,nae8,7g,03/26/1994 06:09 AM,399949
7803,QzDy,ys,10/17/2005 02:08 PM,400826
7804,8BVJ,KY5As,03/18/1992 02:58 PM,84601
7805,4r,MR,09/13/2000 07:05 AM,57342
7806,YeH,Z,07/03/1972 02:03 PM,548487
7807,Mqjmw,AmVNd,06/06/1996 07:09 AM,769349
7808,gzcqf,DpkjF,05/20/1990 12:21 AM,950025
7809,h31g,jG,03/07/1992 06:29 PM,149883
7810,svpp,XsB,11/02/1996 03:56 AM,877828
7811,2,btS,01/11/2007 01:58 AM,191505
7812,pvICp,Nxu5,02/29/1972 10:11 PM,672622
7813,lEN,FXX,01/22/1975 07:53 PM,319245
7814,N,zq,02/09/2009 08:04 AM,187877
7815,pZC,EPY8,09/28/2000 01:42 PM,214493
7816,z,O,06/24/1980 04:00 AM,870163
7817,XDonO,i9o,10/15/1982 04:47 PM,410047
7818,2Syo,oX,05/06/2014 06:42 AM,155857
7819,W9Gt3,Qg3cQ,05/10/1987 10:46 PM,648429
7820,VA,tVU,07/20/1997 01:01 PM,393491
7821,XAW,rbal,02/27/1979 05:15 AM,729200
7822,Cc,VX9He,03/17/2008 07:59 AM,592731
7823,8fAmt,ox,04/11/1989 09:58 PM,719046
7824,mP,3TK,04/28/1980 06:41 PM,167675
7825,3,CRL,10/26/1999 11:50 AM,436428
7826,Lb,NFsSc,05/10/2000 01:15 PM,414431
7827,Xp,Ttv5,01/28/1978 01:03 AM,935575
7828,CYGw,n2,07/23/1986 11:20 PM,116857
7829,xBC9,oQ,03/09/2011 04:18 AM,31454
7830,Ig,iKZMG,08/03/1972 10:35 PM,823619
7831,pMq8p,uFN,09/24/2008 07:32 PM,950818
7832,ft,r7m,05/22/1980 08:39 PM,121034
7833,R,wRs,10/22/1974 06:24 PM,983544
7834,Lc,XgtlF,12/27/1993 02:15 AM,320148
7835,Ph7O,nN,06/21/2005 09:11 PM,174991
7836,cL,VDHP,11/15/1979 09:15 PM,54250
7837,zJI,n25bi,11/08/2013 12:10 AM,717257
7838,uDZ3,IJ,03/19/2006 12:12 AM,668074
7839,s9fv,GcdJC,09/20/2011 06:34 PM,566225
7840,XVI,j,02/18/1974 10:05 PM,675944
7841,et,3D,05/23/2012 07:51 AM,511310
7842,jKI,Av,05/10/2004 11:21 PM,676935
7843,xvwek,HP14,10/06/2013 10:04 AM,592885
7844,1s8q,4,04/24/1991 03:29 AM,982466
7845,h9a,s,05/18/2003 05:09 PM,212155
7846,T,E,05/02/2014 03:52 PM,795699
7847,F,Qg,04/15/1974 09:12 PM,226623
7848,w6T,b,10/03/1999 12:28 AM,800535
7849,LQ,amzdD,02/02/1971 10:08 AM,204221
7850,cIiSs,FV,11/12/1982 08:19 PM,466237
7851,2F4,eF,02/26/1976 03:35 AM,966733
7852,Mu2,l,05/17/2005 07:30 AM,762568
7853,Gfe,ud6z,08/19/2008 10:47 AM,339171
7854,Wo,zPtZ2,02/12/1994 08:56 PM,258553
7855,aMwyg,kQhVN,06/14/1987 07:38 AM,365354
7856,tvx5,1gbo,05/21/2008 10:05 PM,325881
7857,gYrF,87ooV,03/13/1991 06:57 AM,752717
7858,TCsL,aS,12/09/2012 06:29 PM,765449
7859,Wwr,HjI7m,10/20/1985 12:36 AM,821349
7860,C9sbY,L5,01/09/1972 07:24 AM,493384
7861,L,r,03/12/1995 01:11 PM,606887
7862,UYFZ,FBmn,08/20/2009 02:56 AM,920880
7863,T8Mo2,hxKXi,07/26/2006 03:24 PM,986860
7864,t,GtUm,07/09/2002 09:59 PM,247070
7865,YW,XgZB,02/26/1971 09:53 AM,816037
7866,f8,18x,04/15/2012 07:11 PM,546617
7867,j63,6L,04/05/2001 06:02 AM,34689
7868,h6,m,12/08/1977 03:42 AM,312839
7869,Q,BKUwq,10/24/1974 06:07 PM,1369
7870,vR,h9Jb8,09/22/1992 11:45 AM,350746
7871,AJ2iU,Cn4D,01/02/2008 08:47 PM,82748
7872,WwHrl,X3R,05/05/1991 05:20 AM,336906
7873,CU,F,08/21/2014 08:03 PM,300709
7874,6,xU1Rd,07/26/1988 07:20 PM,938221
7875,5,V,12/24/1977 01:49 PM,340278
7876,3T,3,04/26/1987 06:20 PM,841857
7877,67kUX,HFz,01/07/1984 10:29 PM,9329
7878,td,Qsx,01/12/1972 09:38 AM,302158
7879,k,Y,06/17/1992 10:06 PM,766697
7880,QPRgs,sq,04/07/1975 11:40 AM,675309
7881,M,WK,03/26/1971 12:56 PM,285076
7882,C,NQvt,04/19/1989 03:12 AM,125021
7883,D,KLR4,04/09/2008 04:37 AM,327291
7884,dVU,5KFQ,06/03/1971 11:42 PM,454036
7885,ZZrd,Duh,04/19/1998 03:00 AM,828220
7886,V8Sv,dS,04/30/2007 06:31 AM,337408
7887,nN,emiZE,09/26/2007 06:27 PM,593725
7888,hO,TF7z,07/16/1985 08:28 PM,237452
7889,h,E6,01/03/1976 12:39 PM,111077
7890,U,mY,05/02/1983 04:51 PM,911605
7891,wu,8yRqn,11/12/1999 05:27 AM,756344
7892,B4oo,bGc,12/28/1976 08:47 PM,833662
7893,V7cNZ,T,02/09/2006 11:30 PM,768268
7894,XmTEH,Mf,03/21/2014 01:49 AM,265425
7895,1oH,6VJ,06/17/2009 09:16 PM,621907
7896,R,oW,09/25/1978 03:33 PM,579755
7897,F,4,06/06/1973 11:49 PM,284004
7898,4f2s,c8WWz,11/11/1985 10:17 AM,598372
7899,OZQJf,IDp,05/28/2000 11:31 PM,579868
7900,LzzD,7M8a,07/19/1993 08:40 AM,977055
7901,hix,aOx,04/20/2010 04:09 PM,467360
7902,Xc,S,10/31/2007 08:19 PM,157753
7903,JhzfX,wHHR,07/02/1995 05:42 AM,176651
7904,naflz,Znz,10/17/2014 10:47 PM,549416
7905,kte,9L15,12/21/1973 02:02 AM,697118
7906,smmS,mq,08/05/1995 11:51 PM,85851
7907,JJJSJ,6G36,05/10/1989 05:14 PM,28037
7908,u2Hc,a,11/21/2000 11:23 PM,340857
7909,9M5,bz,08/27/1994 01:49 AM,132659
7910,BSKl,smKP,10/04/1978 10:57 AM,368693
7911,Q,r,12/09/1984 03:35 AM,940291
7912,nZPl,r,12/13/1992 09:46 PM,557492
7913,Ky,pDrOp,06/25/1984 10:28 PM,789190
7914,o,RAMtw,03/04/1984 04:08 AM,430020
7915,3,f,12/29/1970 10:17 PM,936083
7916,QZi,LMAa,10/21/2014 07:49 AM,6946
7917,9,3ny7,09/23/1978 04:00 AM,132714
7918,1G,Z2y,12/13/1978 02:10 AM,979790
7919,BI,gc,11/18/1980 09:31 PM,94800
7920,mT9V,3qW,06/12/1973 05:59 PM,29521
7921,H,bOA,04/16/2004 02:12 PM,993341
7922,lFWda,aXbid,10/01/1977 08:15 PM,993994
7923,svc,8Kj,12/11/1993 03:35 AM,397336
7924,RS,63I,07/23/2009 04:24 PM,375794
7925,U,59,05/21/1991 06:08 AM,522777
7926,Zk25,9H2xB,11/13/1992 06:51 AM,620329
7927,M,8j9,01/14/1992 05:11 AM,654280
7928,5Gsvk,9,04/01/1994 03:39 AM,330200
7929,KQW,flA,01/11/1986 10:45 AM,498793
7930,W,7,06/27/1999 05:31 AM,88194
7931,o,2,04/27/2003 12:35 PM,74765
7932,gBMCC,uFQ,03/28/1977 12:51 PM,811423
7933,BC,Kf,08/11/1982 07:51 AM,980729
7934,sMkS,qGi,09/26/1996 03:05 AM,477523
7935,DnfT3,A43xJ,07/31/2012 07:13 PM,527949
7936,N,7YOU,07/07/1990 06:09 PM,754735
7937,yb,7,01/29/1982 04:08 PM,338776
7938,oE,J,08/26/1977 11:57 AM,759248
7939,n6TX,bR,10/23/2009 02:40 PM,473906
7940,RHXt,W6B,01/06/1990 01:30 PM,881163
7941,tORz3,L,03/07/2013 01:41 AM,521679
7942,6LW,jDG,09/28/2012 04:02 AM,450771
7943,mV4,wjdJn,04/26/1999 01:35 PM,983843
7944,SryCT,WR,06/15/2007 12:16 PM,692112
7945,ppJ7t,3y,02/21/1975 12:14 PM,50854
7946,Lut9n,5AX1,08/13/1990 06:52 AM,772119
7947,p8SsY,PcG,07/04/1971 04:45 AM,240048
7948,GzEFi,Oi,11/22/1973 11:17 PM,546166
7949,DKdQR,bBazu,01/07/2003 03:56 PM,44517
7950,BbtP,QxbQF,07/25/1993 11:47 PM,907554
7951,tpj,Uyy,01/12/1996 10:30 AM,815827
7952,fR7w,JMm,05/23/1980 07:52 PM,778998
7953,eNbF,5,12/21/1981 08:19 AM,392876
7954,RqgQE,6r,06/13/1992 10:37 PM,889132
7955,O,2fL4,03/13/1973 07:07 PM,876542
7956,A9Cq,Lz8,08/05/1987 09:49 PM,964946
7957,OXeKl,ZeDT,12/09/1978 07:07 PM,414976
7958,61,s6PG,08/03/1991 09:51 AM,267491
7959,fb,71,08/22/2013 10:34 PM,899199
7960,g4lV,jnT1J,11/01/1982 09:47 AM,252050
7961,izATE,LgDnh,12/23/1975 10:11 AM,46822
7962,b,lLbk,01/18/1980 11:22 PM,706068
7963,w,PON,01/10/2013 06:40 AM,615124
7964,A,rluc,08/16/1984 07:24 AM,488597
7965,M,lOq,11/24/2011 10:19 AM,159729
7966,GG25,Uk,08/25/1992 04:10 PM,242133
7967,OB,o,11/25/1998 05:19 PM,999207
7968,mW,a,03/14/2009 06:29 AM,57010
7969,Hfl8,O,05/27/1987 11:03 PM,26095
7970,7BGr,5t,06/08/1997 12:18 AM,905043
7971,4Ste,9VL,09/20/1996 10:41 PM,495411
7972,Dj,VtvK9,11/20/1992 06:49 PM,323444
7973,9QYZ,XCUf,06/25/2003 02:48 AM,992030
7974,I5,acGh,04/06/1993 07:28 AM,204654
7975,q6UC4,UAy,11/10/2009 01:05 AM,37907
7976,ABN9S,NQLr,09/16/2000 08:18 AM,222040
7977,NDN1R,jB,10/19/1981 03:10 AM,968210
7978,ddAE,SD6Q,08/03/2005 09:58 PM,227115
7979,Ju,T,11/17/1995 02:37 PM,414317
7980,vSx,Z5,06/10/2004 12:30 PM,738255
7981,ULO,fTg,04/30/1993 08:24 AM,362548
7982,tgs,WP62,10/15/2002 11:03 AM,197523
7983,tO,wXc5,02/01/2011 05:46 AM,447583
7984,9,5E,11/28/1971 11:37 PM,920559
7985,OTCKW,B2da,03/20/1986 12:26 PM,543441
7986,YHrw,Vvf8,10/28/1995 03:41 PM,653807
7987,3F,J,03/12/2004 09:34 AM,600867
7988,A,nRJ,04/15/2002 01:13 AM,104675
7989,4Q2,B1l,05/28/1986 05:55 PM,310717
7990,4T,gyddL,02/23/1971 02:20 AM,896731
7991,e,6EO,07/24/1978 11:47 PM,959903
7992,UJ,x1NS,01/11/1994 05:36 AM,244077
7993,gBA,QleH8,06/14/2003 09:36 PM,660744
7994,e,88S,04/29/2014 07:58 PM,628157
7995,tA,E,02/19/2014 01:28 AM,468186
7996,bgo,iJjL,03/18/1980 06:47 PM,963698
7997,kCbjl,u,08/29/2013 01:18 PM,953280
7998,REvOv,YQg,08/30/1990 04:35 PM,757931
7999,6Vn,m85nb,02/02/1979 04:33 PM,288024
8000,B5,PQK1f,10/03/2002 05:04 AM,717353
8001,wT,1AGcT,09/19/2001 11:19 PM,750956
8002,l,CO5,02/07/1978 03:37 AM,857548
8003,y,kS,08/15/1971 03:13 AM,297670
8004,5MQJ,tQ5Bi,01/12/1997 07:41 PM,853225
8005,O,T,07/15/1988 09:12 AM,105215
8006,Pv,8v,09/03/1999 08:00 PM,402235
8007,2l,p,10/27/1994 06:54 PM,180317
8008,5rNC,sb,07/25/1979 04:12 PM,194325
8009,nHc6,9w,03/26/1997 06:54 PM,511893
8010,fQ9D,v38q8,04/29/1980 08:11 AM,373590
8011,XRE,DF,07/08/2001 01:30 PM,824041
8012,jYGVy,Y,05/27/2013 01:00 AM,481650
8013,NxEJ,Mud,06/11/1974 03:45 AM,278082
8014,yu3C,5D8P,01/29/1986 07:16 AM,329456
8015,GVeWC,cYv,05/30/1994 04:36 AM,404484
8016,x2B,CWpOU,12/11/2004 08:08 PM,387551
8017,DU7j,New,10/19/1972 01:53 PM,991363
8018,uhTo,o,07/21/2001 11:11 PM,71149
8019,lHdpt,6Pg7,09/25/1991 08:37 AM,497732
8020,GBG,r,07/15/2002 03:01 AM,667592
8021,teK,M8,07/04/1973 01:55 PM,235271
8022,j,ZI,02/03/2001 09:04 AM,804249
8023,QOD,YfADi,07/21/1972 04:13 PM,773945
8024,aaP,fehUP,10/31/2006 09:31 PM,449022
8025,hWrqo,DNyk,09/01/1981 01:09 PM,20157
8026,3h,Xwj8x,06/12/1990 04:41 AM,507593
8027,PK,Nw3p,09/04/2003 06:55 AM,662553
8028,T,GMDyz,01/21/2007 08:39 AM,232406
8029,p9LCU,K44jd,09/09/1978 01:49 AM,524530
8030,C7N,J,09/20/1995 03:57 PM,783925
8031,w7dSi,HnB,05/10/1989 03:17 AM,400290
8032,PN,2K,11/03/1997 11:51 PM,325588
8033,E,BO,02/06/1986 06:14 PM,749204
8034,dr,VXFks,04/13/1994 03:39 AM,576832
8035,r,ll8YL,01/28/1978 03:10 AM,559691
8036,fPQa,yzND7,07/17/2001 10:38 PM,606928
8037,6vkD,t,05/23/1979 07:35 PM,626531
8038,jI,uS,09/26/1976 04:10 AM,857392
8039,ljX,d7,12/31/1986 12:38 AM,56735
8040,8D,i,07/01/2001 08:31 PM,200783
8041,gg6HR,yoJ,08/26/1978 04:17 AM,85524
8042,w2n,yHprn,06/23/1996 03:33 AM,873727
8043,qyUJ,3,06/01/2011 04:34 AM,730062
8044,QvNzq,bHo,03/11/1983 02:21 AM,757366
8045,5Enia,P8AX,09/23/1984 07:30 AM,836750
